"sample","latitude","longitude","date","time","site","depth","mean.relief","sd.relief","fieldofview.limited","fieldofview.open","broad.bryozoa","broad.crinoids","broad.hydrocoral","broad.hydroids","broad.octocoral.black","broad.sponges","broad.unconsolidated","campaignid","Acanthuridae Acanthurus grammoptilus","Acanthuridae Acanthurus mata","Acanthuridae Naso hexacanthus","Apogonidae Cheilodipterus quinquelineatus","Apogonidae Ostorhinchus fasciatus","Ariidae Netuma thalassina","Balistidae Abalistes filamentosus","Balistidae Abalistes stellatus","Balistidae Pseudobalistes flavimarginatus","Balistidae Pseudobalistes fuscus","Balistidae Sufflamen fraenatum","Balistidae Xanthichthys lineopunctatus","Blenniidae Unknown sp1","Bothidae Unknown spp","Caesionidae Caesio cuning","Caesionidae Caesio teres","Caesionidae Pterocaesio chrysozona","Caesionidae Pterocaesio digramma","Callionymidae Unknown sp1","Carangidae Carangoides caeruleopinnatus","Carangidae Carangoides chrysophrys","Carangidae Carangoides equula","Carangidae Carangoides fulvoguttatus","Carangidae Carangoides gymnostethus","Carangidae Caranx ignobilis","Carangidae Caranx papuensis","Carangidae Decapterus spp","Carangidae Gnathanodon speciosus","Carangidae Seriola dumerili","Carangidae Seriola rivoliana","Carangidae Seriolina nigrofasciata","Carangidae Unknown sp1","Carcharhinidae Carcharhinus albimarginatus","Carcharhinidae Carcharhinus limbatus","Carcharhinidae Carcharhinus plumbeus","Carcharhinidae Carcharhinus sp10","Carcharhinidae Galeocerdo cuvier","Carcharhinidae Loxodon macrorhinus","Carcharhinidae Prionace glauca","Carcharhinidae Rhizoprionodon acutus","Carcharhinidae Triaenodon obesus","Carcharhinidae Unknown sp10","Chaetodontidae Chaetodon assarius","Chaetodontidae Coradion chrysozonus","Chaetodontidae Heniochus acuminatus","Chaetodontidae Heniochus diphreutes","Cirrhitidae Cirrhitichthys falco","Cirrhitidae Cyprinocirrhites polyactis","Congridae Conger spp","Congridae Heteroconger hassi","Echeneidae Echeneis naucrates","Fistulariidae Fistularia commersonii","Gobiidae Amblyeleotris sp10","Haemulidae Diagramma pictum labiosum","Holocentridae Myripristis botche","Labridae Bodianus bilunulatus","Labridae Bodianus solatus","Labridae Choerodon jordani","Labridae Choerodon sp1","Labridae Choerodon vitta","Labridae Choerodon zamboangae","Labridae Coris caudimacula","Labridae Labroides dimidiatus","Labridae Pseudojuloides sp1","Labridae Suezichthys cyanolaemus","Labridae Suezichthys sp1","Labridae Unknown sp1","Labridae Unknown sp7","Labridae Unknown sp8","Lethrinidae Gymnocranius euanus","Lethrinidae Gymnocranius grandoculis","Lethrinidae Gymnocranius griseus","Lethrinidae Gymnocranius sp1","Lethrinidae Lethrinus miniatus","Lethrinidae Lethrinus nebulosus","Lethrinidae Lethrinus olivaceus","Lethrinidae Lethrinus punctulatus","Lethrinidae Lethrinus ravus","Lethrinidae Lethrinus rubrioperculatus","Lethrinidae Lethrinus sp1","Lutjanidae Aphareus furca","Lutjanidae Aprion virescens","Lutjanidae Lutjanus gibbus","Lutjanidae Lutjanus quinquelineatus","Lutjanidae Lutjanus sebae","Lutjanidae Lutjanus vitta","Lutjanidae Pristipomoides filamentosus","Lutjanidae Pristipomoides multidens","Lutjanidae Pristipomoides spp","Lutjanidae Pristipomoides typus","Lutjanidae Symphorus nematophorus","Malacanthidae Hoplolatilus sp1","Malacanthidae Malacanthus brevirostris","Microdesmidae Gunnellichthys monostigma","Microdesmidae Ptereleotris sp1","Microdesmidae Ptereleotris sp2","Monacanthidae Aluterus monoceros","Monacanthidae Eubalichthys caeruleoguttatus","Monacanthidae Nelusetta ayraud","Monacanthidae Paramonacanthus choirocephalus","Mullidae Parupeneus chrysopleuron","Mullidae Parupeneus cyclostomus","Mullidae Parupeneus heptacanthus","Mullidae Parupeneus indicus","Mullidae Parupeneus spilurus","Muraenidae Gymnothorax nudivomer","Muraenidae Gymnothorax prionodon","Muraenidae Gymnothorax sp1","Muraenidae Gymnothorax sp3","Muraenidae Gymnothorax sp4","Muraenidae Gymnothorax sp5","Muraenidae Gymnothorax sp8","Muraenidae Gymnothorax thyrsoideus","Muraenidae Gymnothorax undulatus","Nemipteridae Nemipterus spp","Nemipteridae Parascolopsis eriomma","Nemipteridae Parascolopsis inermis","Nemipteridae Pentapodus nagasakiensis","Nemipteridae Scolopsis affinis","Orectolobidae Orectolobus sp1","Pinguipedidae Parapercis clathrata","Pinguipedidae Parapercis nebulosa","Pinguipedidae Parapercis sp1","Pinguipedidae Parapercis sp10","Pomacanthidae Apolemichthys trimaculatus","Pomacanthidae Chaetodontoplus personifer","Pomacanthidae Genicanthus lamarck","Pomacanthidae Pomacanthus imperator","Pomacanthidae Pomacanthus semicirculatus","Pomacentridae Pristotis obtusirostris","Priacanthidae Priacanthus blochii","Priacanthidae Priacanthus hamrur","Priacanthidae Priacanthus sp1","Priacanthidae Priacanthus sp10","Pteroidae Pterois volitans","Rachycentridae Rachycentron canadum","Rhinidae Rhynchobatus australiae","Scaridae Scarus ghobban","Scaridae Scarus sp3","Scombridae Scomberomorus commerson","Scombridae Scomberomorus spp","Serranidae Cephalopholis sonnerati","Serranidae Cephalopholis spiloparaea","Serranidae Epinephelus areolatus","Serranidae Epinephelus morrhua","Serranidae Epinephelus multinotatus","Serranidae Epinephelus rivulatus","Serranidae Epinephelus tukula","Serranidae Pseudanthias cooperi","Serranidae Pseudanthias georgei","Serranidae Variola louti","Sparidae Argyrops spinifer","Sparidae Chrysophrys auratus","Sparidae Dentex carpenteri","Sphyraenidae Sphyraena qenie","Sphyraenidae Sphyraena sp10","Sphyrnidae Sphyrna lewini","Sphyrnidae Sphyrna mokarran","Synodontidae Saurida undosquamis","Synodontidae Synodus sp10","Tetraodontidae Canthigaster rivulata","Tetraodontidae Lagocephalus lunaris","Tetraodontidae Lagocephalus sceleratus","Triakidae Hemitriakis falcata","Triakidae Hypogaleus hyugaensis","Triakidae Mustelus ravidus","Veliferidae Velifer hypselopterus"
6.12,-22.73059695,113.541917,13082019,13:11:00,6,"?",1,0,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.01,-22.73427585,113.5509445,14082019,08:24:00,7,"85",1,0,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.02,-22.7317466,113.5533202,14082019,08:21:00,7,"84",1,0,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7.03,-22.72507859,113.5554582,14082019,08:16:00,7,"82",1,0,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.04,-22.72760784,113.5630603,14082019,08:13:00,7,"75",1,0,0,100,0,0,0,0,3.85,0,96.15,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.05,-22.72875749,113.5732756,14082019,08:08:00,7,"72",1,0,0,100,0,13.04,0,0,0,0,86.96,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,4,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0
7.08,-22.73059695,113.5756513,14082019,08:03:00,7,"72",0.95,0.223606797749979,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0
8.01,-22.71266228,113.5497567,14082019,10:00:00,8,"87",1.07407407407407,0.549540082245419,0,100,0,0,0,0,3.7,7.41,88.89,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.02,-22.70277523,113.5559334,14082019,10:06:00,8,"76",3.89285714285714,1.34272486120949,2.5,97.5,0,0,0,0,53.57,25,21.43,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,22,0,33,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,5,0,0,0,0,1,2,2,1,0,0,0,0,1,1,0,0,3,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.05,-22.7017,113.57994,14082019,10:31:00,8,"63",0.952380952380952,0.218217890235992,2.5,97.5,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
8.06,-22.69621,113.58157,14082019,10:27:00,8,"61",1.04545454545455,0.21320071635561,0,100,0,0,0,0,4.55,0,95.45,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
8.07,-22.69542,113.57783,14082019,10:23:00,8,"63",1,0,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8.12,-22.69932625,113.547381,14082019,10:11:00,8,"95",1.6,1.08012344973464,0,100,0,0,0,0,16,12,72,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,7,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.01,-22.70139564,113.5359779,13082019,11:16:00,9,"?",2.16,0.943398113205661,0,100,0,0,0,20,8,24,48,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.02,-22.7025453,113.5214865,13082019,11:00:00,9,"?",1.61904761904762,0.740012869900955,0,100,0,0,0,23.81,9.52,0,66.67,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9.05,-22.69150858,113.5248124,13082019,11:05:00,9,"?",1.04,0.2,0,100,0,0,0,0,0,4,96,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.06,-22.6931181,113.5319393,13082019,11:10:00,9,"?",2.21739130434783,0.795242772487544,0,100,0,0,0,0,4.35,43.48,52.17,"2019-08_Ningaloo_stereo-BRUVs",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.07,-22.71082283,113.5255251,13082019,10:52:00,9,"?",2.8,0.763762615825973,0,100,0,0,0,20,20,20,40,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
9.08,-22.71220242,113.5136468,13082019,10:45:00,9,"?",0.708333333333333,0.550032937090187,0,100,0,0,0,4.17,16.67,0,79.17,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0
10.01,-22.67587323,113.5564085,14082019,12:13:00,10,"93",3.35294117647059,1.57407698670405,37.5,62.5,0,0,0,0,61.76,2.94,35.29,"2019-08_Ningaloo_stereo-BRUVs",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.02,-22.67334399,113.5564085,14082019,12:19:00,10,"95",2.25,1.04726987617729,0,100,0,0,3.12,0,34.38,3.12,59.38,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.03,-22.66874535,113.5628228,14082019,12:24:00,10,"88",3.23333333333333,1.63334506212068,0,100,0,0,0,3.33,60,10,26.67,"2019-08_Ningaloo_stereo-BRUVs",0,3,6,0,0,0,0,0,0,0,0,2,0,0,0,0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,1,3,1,0,0,0,0,0,3,0,0,4,0,0,0,2,1,0,0,0,0,42,0,3,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.04,-22.6669059,113.5518948,14082019,12:33:00,10,"110",3.24,1.16476034731041,0,100,0,0,0,0,12,32,56,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.07,-22.67311405,113.5400165,14082019,12:40:00,10,"138",3,1.02353263143832,0,100,0,0,0,4.55,22.73,22.73,50,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
